MolecularVolume,Polarizability,FractionCSP3,TopologicalPolarizabilityIndex,WienerIndex,BalabanIndex,KappaShapeIndex,ElectrotopologicalStateIndex,VanDerWaalsSurfaceArea,ChainStiffnessIndex,ElasticModulus,Volume_Surface_Ratio,Shape_Normalized,Flexibility_Index,Mass_Density,Polarity_Index,Hydrophobicity_Balance,Refractivity_Efficiency,Connectivity_Density,Topological_Size_Ratio,Surface_Stiffness_Ratio
499.816047538945,10.628583713734685,0.6852189876925727,5.775225817529115,654.6858032538989,4.7926468560789806,1.6757402522886582,9.39107319061903,965.7909074507188,0.3663090041168219,9.208564283243277,0.5175199343517625,0.003352713977846765,1.8705986186335384,0.021264990879752674,0.8835676097574411,0.11864797857164304,0.01623463292570909,0.00958882146759548,1.3098535054399854,2636.539806711676
730.2857225639665,22.72820822527561,0.3504839789970293,12.97031947352222,1853.82936001935,4.144385465376482,2.1143613561278345,3.621882441869123,522.0312343314091,0.2212257630990557,16.640089011259526,1.3989310852258638,0.0028952522114347964,1.5842747689622791,0.03112235046079854,0.15935626102215286,0.02702199839337138,0.012260140390040124,0.005675019148876284,2.5384987001693333,2359.7110359458015
642.7975767245621,16.287119621526536,0.3969772284567682,13.109526824151596,1257.878558671786,3.238110465145311,1.7080419371069873,7.039251338327047,861.0306881334506,0.3451483480718378,13.382573578108078,0.7465443274402678,0.002657200332262112,1.150160736720103,0.025337867138798625,0.43219740934584433,0.030281580983063303,0.01294808588340696,0.005037527485103307,1.9568812986578885,2494.6612037471955
589.4633936788147,20.171413823294056,0.8391325131162477,14.561448522473098,1739.6861991616124,5.255180078827795,1.3548101350282225,4.612976123267691,885.3720371062848,0.6664332487757538,16.71245756917498,0.6657804496961676,0.0022983787411709053,1.2591377388808307,0.034219960060938144,0.2286887738752267,0.0576269904875329,0.011594857636635952,0.00891519325248555,2.9513048899491516,1328.521213807246
412.4074561769746,28.15132947852186,0.6638574357957541,15.891370005839924,980.0744015459176,4.7389246902155175,1.4825434844024032,3.760499645673213,739.3045370419088,0.5371396404739983,20.240801581567517,0.5578316308855074,0.00359485130203697,1.2359099010083,0.06826096131050657,0.13358159567421857,0.04177471129154262,0.028723665678231952,0.011490880215053734,2.3764710954907455,1376.3705095736407
412.39780813448107,14.9858445829775,0.3055182309699777,19.637781191938014,1843.2848427443007,2.650467757379565,2.843115072130903,14.879522788679342,989.1553884997784,0.91413736886158,13.976076380493351,0.4169191337500906,0.006894108089705627,0.3342144268054891,0.036338322491162124,0.9929051187862946,0.015557674893420676,0.008129966800213285,0.006426968569358378,4.469676613008422,1082.0630904396023
373.2334448672798,18.207658460712597,0.3608829257196193,12.74450522451793,1083.8025181012447,5.64370873797537,1.82533487362317,6.868246139696676,1147.4936118152118,0.8539548493907527,15.138044870831353,0.32525971447597407,0.004890598347588204,0.42260138621579557,0.04878356605583296,0.3772174097673876,0.028316744435759413,0.01679979344928216,0.015121122719484922,2.9038193926667555,1343.7388041007987
696.470458309974,25.111022770860973,0.6981010614648335,9.844347094118689,516.2564772204476,5.290148971692676,2.457079444192302,12.71849335025562,1140.454810325421,0.4734538813583008,18.8273780190667,0.6106953571448793,0.0035279018820505983,1.4744827626701038,0.0360546846390867,0.5064904348907613,0.0709138944286113,0.04864059596388885,0.0075956544904056305,0.7412467683581686,2408.7930132931688
590.4460046972836,14.57596330983245,0.3030369503077312,16.927792921530553,1858.0729646288955,5.799199653167696,3.0136690834194275,6.055687857165166,760.6714971233057,0.407538746745034,12.429716493439033,0.7762168112700492,0.0051040553316309654,0.7435764308341634,0.02468636110531234,0.4154570996774605,0.017901739099168548,0.007844666802360461,0.009821727299720093,3.146897339807754,1866.4964661697131
633.2290311184182,11.53959819657586,0.3964848308504992,9.062483768931113,636.9300151792004,4.90287803355344,3.761579314517461,11.178032666687152,490.5904366726042,0.5037539265338136,9.57081536846691,1.2907488252777646,0.005940314047088763,0.7870589645218803,0.01822341934950619,0.9686673233853742,0.04375012383025093,0.018117529247246515,0.007742661477714067,1.0058446199922337,973.8672732159856
